Type,Area(m2),Price(VNĐ),Bedroom(Phòng),Floor(Tầng),Furniture,Legal,Posting date,District,Project
Nhà riêng,56,4500000000,3,2,Không có thông tin,Không có thông tin,4/26/2025,8,Không
Nhà mặt phố,160,17900000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/7/2025,7,Không
Đất bán,173,34500000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,7,Không
Nhà riêng,65,6500000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Nhà mặt phố,157.4,25000000000,3,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/21/2025,7,Không
Căn hộ chung cư,68,3650000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/2/2025,8,Không
Nhà mặt phố,70.3,29000000000,3,5,Không có thông tin,Không có thông tin,6/5/2025,1,Không
Căn hộ chung cư,65.5,2500000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/29/2025,12,Dự án 8X Plus Trường Chinh
Nhà mặt phố,106,22000000000,3,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/10/2025,7,Không
Nhà mặt phố,60,11000000000,4,3,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,7,Không
Nhà riêng,62.5,5500000000,2,2,Nội thất đầy đủ,Sổ hồng,4/26/2025,7,Không
"Nhà biệt thự, liền kề",84,13800000000,5,5,Không nội thất,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Căn hộ chung cư,66,4900000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,6/6/2025,7,Không
Căn hộ chung cư,77,4700000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,7,Dự án Him Lam Riverside
Căn hộ chung cư,117,5100000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/8/2025,2,Không
Căn hộ chung cư,145,26000000000,3,3,Nội thất đầy đủ,Không có thông tin,5/28/2025,2,Dự án Estella Heights
Đất bán,52.7,3400000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/21/2025,12,Không
Nhà riêng,72,3800000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Nhà riêng,80,,3,3,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Căn hộ chung cư,47,2550000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,6/2/2025,9,Dự án The Beverly Solari  - Vinhomes Grand Park
Nhà riêng,56,4850000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,4/22/2025,12,Không
Căn hộ chung cư,102,6500000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,7,Không
Nhà riêng,48,3790000000,2,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,8,Không
Đất bán,200,20000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,7,Không
Đất bán,95.7,4750000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,12,Không
Căn hộ chung cư,74,4150000000,2,3,Không nội thất,Hợp đồng mua bán,6/1/2025,7,Dự án Lavida Plus
Nhà mặt phố,44,27500000000,4,4,Không có thông tin,Sổ đỏ và sổ hồng,5/8/2025,3,Không
Căn hộ chung cư,85,3900000000,3,3,Nội thất cơ bản,Hợp đồng mua bán,6/6/2025,8,Dự án Topaz Elite
Nhà riêng,51,5080000000,4,3,Không có thông tin,Không có thông tin,4/26/2025,11,Không
Nhà mặt phố,170,22500000000,5,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/25/2025,9,Không
Nhà riêng,129,5600000000,4,1,Không có thông tin,Sổ đỏ và sổ hồng,5/28/2025,12,Không
Nhà riêng,52,4290000000,2,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/4/2025,12,Không
Nhà riêng,15,1550000000,1,2,Nội thất cơ bản,Khác,4/26/2025,8,Không
Nhà riêng,64.4,8860000000,5,4,Không có thông tin,Không có thông tin,4/26/2025,11,Không
Đất bán,110,10100000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Nhà riêng,55.2,5650000000,3,2,Không có thông tin,Không có thông tin,4/26/2025,11,Không
Nhà riêng,32,2450000000,2,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/28/2025,4,Không
Nhà riêng,50,,3,3,Không có thông tin,Không có thông tin,4/26/2025,10,Không
Căn hộ chung cư,66,3100000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/26/2025,12,Dự án Happy One Premier Thạnh Lộc
Nhà riêng,51.8,3050000000,3,3,Không có thông tin,Sổ hồng,5/10/2025,5,Không
Nhà riêng,60,,4,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,3,Không
Nhà mặt phố,152,39000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,6/5/2025,3,Không
Căn hộ chung cư,51,8000000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,6/4/2025,2,Không
Nhà mặt phố,160,,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/7/2025,3,Không
Nhà riêng,37,7500000000,3,4,Không có thông tin,Sổ đỏ và sổ hồng,5/28/2025,10,Không
Nhà riêng,80,,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/29/2025,1,Không
"Nhà biệt thự, liền kề",169,25000000000,3,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/19/2025,9,Dự án Valora Fuji
Nhà mặt phố,152,19500000000,1,1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,6,Không
Căn hộ chung cư,70,2250000000,3,3,Không có thông tin,Không có thông tin,6/2/2025,12,Không
Đất bán,150,5500000000,-1,-1,Không có thông tin,Không có thông tin,5/21/2025,12,Không
Căn hộ chung cư,59,2690000000,2,3,Không nội thất,Sổ đỏ và sổ hồng,4/26/2025,9,Dự án The Origami
Căn hộ chung cư,59.3,2830000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,6/5/2025,9,Dự án Vinhomes Grand Park
Căn hộ chung cư,96,7400000000,2,3,Không có thông tin,Hợp đồng mua bán,4/26/2025,Tân Phú,Không
Căn hộ chung cư,124,11000000000,3,3,Không có thông tin,Không có thông tin,6/7/2025,2,Không
Nhà riêng,60.9,,4,3,Không có thông tin,Sổ đỏ và sổ hồng,5/7/2025,2,Không
Nhà riêng,203,13980000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/27/2025,6,Không
Căn hộ chung cư,100.6,10090000000,3,3,Không có thông tin,Hợp đồng mua bán,4/26/2025,9,Không
Nhà mặt phố,83,,5,3,Không có thông tin,Sổ hồng,4/26/2025,1,Không
Căn hộ chung cư,256,28000000000,3,3,Không có thông tin,Không có thông tin,6/6/2025,2,Không
Nhà riêng,56,3400000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Căn hộ chung cư,120,7600000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/2/2025,7,Dự án Sunrise City
Căn hộ chung cư,106,6600000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/4/2025,7,Dự án Sunrise City
Đất nền dự án,196.5,19000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,7,Dự án Nam Long Trần Trọng Cung
Căn hộ chung cư,99,6600000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/2/2025,7,Dự án Sunrise City
Nhà mặt phố,54,23600000000,6,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,5,Không
Đất bán,90,9200000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/6/2025,7,Không
Đất nền dự án,125,14000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,7,Dự án Nam Long Trần Trọng Cung
Căn hộ chung cư,145,24800000000,3,3,Nội thất cơ bản,Hợp đồng mua bán,6/3/2025,2,Không
Nhà riêng,50,4160000000,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Căn hộ chung cư,68,3300000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,6/5/2025,8,Dự án D-Aqua
Nhà mặt phố,90,14200000000,4,4,Không có thông tin,Sổ đỏ và sổ hồng,5/20/2025,7,Không
Đất bán,100,16500000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/7/2025,2,Không
Nhà mặt phố,81.3,,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/2/2025,3,Không
Nhà mặt phố,59.1,27500000000,4,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/18/2025,1,Không
Nhà riêng,35,4600000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,5/6/2025,7,Không
Nhà riêng,84,4800000000,2,1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Căn hộ chung cư,80,5100000000,2,3,Không có thông tin,Không có thông tin,4/26/2025,9,Không
Căn hộ chung cư,64,4950000000,2,3,Nội thất cơ bản,Không có thông tin,4/24/2025,2,Dự án Victoria Village
Căn hộ chung cư,220,26800000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,6/3/2025,2,Dự án Vista Verde
Căn hộ chung cư,74,4050000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/7/2025,7,Dự án Lavida Plus
Nhà mặt phố,103.4,18500000000,4,4,Không có thông tin,Sổ đỏ và sổ hồng,5/7/2025,9,Không
"Nhà biệt thự, liền kề",200,43000000000,5,4,Không có thông tin,Không có thông tin,5/21/2025,2,Dự án Saigon Mystery Villas
Căn hộ chung cư,85,3850000000,3,3,Nội thất cơ bản,Hợp đồng mua bán,4/26/2025,8,Không
Nhà riêng,41.4,13800000000,6,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/8/2025,1,Không
Căn hộ chung cư,90,6590000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/26/2025,4,Dự án ICON 56
Nhà mặt phố,65,7900000000,7,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Nhà riêng,56,13200000000,4,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/11/2025,3,Không
Đất bán,60,2470000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/29/2025,9,Không
Căn hộ chung cư,90,4700000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Đất bán,86,6700000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/11/2025,2,Không
Đất bán,73,3900000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Nhà riêng,226.8,23000000000,3,1,Không nội thất,Sổ đỏ và sổ hồng,4/26/2025,2,Không
Nhà mặt phố,150,7790000000,1,1,Không nội thất,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Căn hộ chung cư,94.25,3600000000,3,3,Nội thất cơ bản,Hợp đồng mua bán,5/18/2025,12,Không
Nhà mặt phố,80,39000000000,3,5,Không có thông tin,Sổ đỏ và sổ hồng,5/8/2025,5,Không
Nhà riêng,35,6900000000,3,3,Không có thông tin,Không có thông tin,5/31/2025,1,Không
Nhà mặt phố,40,20000000000,3,3,Không có thông tin,Không có thông tin,4/26/2025,3,Không
Nhà riêng,51,8700000000,4,4,Không có thông tin,Sổ đỏ và sổ hồng,6/3/2025,2,Không
Nhà riêng,44,,2,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,10,Không
Căn hộ chung cư,69,3790000000,2,3,Không nội thất,Hợp đồng mua bán,4/26/2025,9,Không
Đất bán,147,8400000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Căn hộ chung cư,91,5950000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/17/2025,7,Không
Nhà mặt phố,62,31000000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,3,Không
Căn hộ chung cư,40,1100000000,2,3,Không có thông tin,Hợp đồng mua bán,4/26/2025,12,Không
Căn hộ chung cư,148,14500000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/5/2025,2,Không
Nhà riêng,28,3600000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,5/22/2025,7,Không
Căn hộ chung cư,72,3500000000,2,3,Không nội thất,Hợp đồng mua bán,4/26/2025,8,Dự án D-Aqua
Nhà riêng,43,10800000000,5,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,5,Không
Căn hộ chung cư,47,2300000000,1,3,Không nội thất,Hợp đồng mua bán,4/26/2025,9,Không
Căn hộ chung cư,65,3350000000,2,3,Không có thông tin,Sổ hồng,4/26/2025,11,Không
Nhà riêng,150,6390000000,2,1,Không nội thất,Sổ đỏ và sổ hồng,5/30/2025,12,Không
Đất bán,150,11000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,6/9/2025,6,Không
Nhà mặt phố,76,23000000000,3,3,Không có thông tin,Không có thông tin,5/23/2025,10,Không
Nhà mặt phố,72,13900000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,7,Không
Nhà riêng,54,,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,3,Không
Nhà riêng,245,7000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/29/2025,12,Không
Nhà riêng,54,6350000000,6,4,Không có thông tin,Sổ đỏ và sổ hồng,5/12/2025,12,Không
Nhà mặt phố,80,17500000000,6,3,Không có thông tin,Không có thông tin,4/26/2025,7,Không
Căn hộ chung cư,69,3180000000,2,3,Nội thất cơ bản,Đang chờ sổ,4/26/2025,9,Dự án Vinhomes Grand Park
Căn hộ chung cư,157,31900000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,6/6/2025,1,Dự án Vincom Center TP HCM
Nhà riêng,61,9480000000,4,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/17/2025,7,Không
Đất bán,111,13900000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,6/9/2025,9,Không
Đất nền dự án,90,9550000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,6/1/2025,9,Dự án KDC Nam Long
Nhà riêng,64,16500000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,6/3/2025,1,Không
Căn hộ chung cư,55,3770000000,1,3,Không nội thất,Hợp đồng mua bán,6/1/2025,7,Dự án Lavida Plus
Đất bán,180,15000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Căn hộ chung cư,108,,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/29/2025,10,Dự án HaDo Centrosa Garden
Nhà riêng,42,6200000000,4,4,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,8,Không
Căn hộ chung cư,77,6200000000,2,3,Nội thất đầy đủ,Không có thông tin,5/21/2025,2,Không
Nhà riêng,24,3450000000,2,3,Không có thông tin,Không có thông tin,4/26/2025,4,Không
Căn hộ chung cư,95,6000000000,3,3,Không nội thất,Hợp đồng mua bán,6/1/2025,7,Dự án Lavida Plus
Căn hộ chung cư,85,,2,3,Nội thất đầy đủ,Không có thông tin,4/26/2025,2,Không
Nhà riêng,68,9900000000,2,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,1,Không
Nhà mặt phố,80,18000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,2,Không
Căn hộ chung cư,90,6250000000,3,3,Không có thông tin,Không có thông tin,4/26/2025,10,Dự án Xi Grand Court
Căn hộ chung cư,59,2970000000,3,3,Không có thông tin,Không có thông tin,4/26/2025,9,Không
Nhà riêng,112,8900000000,5,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,7,Không
Nhà riêng,70,18600000000,5,3,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,3,Không
Căn hộ chung cư,88,4800000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/30/2025,2,Dự án Centana Thủ Thiêm
Đất bán,80,,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/25/2025,9,Không
Nhà mặt phố,170,40000000000,3,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/31/2025,1,Không
Đất bán,90,4300000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Căn hộ chung cư,97,4850000000,3,3,Không có thông tin,Không có thông tin,4/26/2025,2,Không
Nhà mặt phố,103,12800000000,3,1,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Căn hộ chung cư,89,6500000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/9/2025,2,Không
"Nhà biệt thự, liền kề",126,18000000000,5,5,Nội thất đầy đủ,Đang chờ sổ,6/9/2025,9,Dự án The Manhattan
Nhà mặt phố,42,10500000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,5/22/2025,11,Không
Nhà riêng,67,5100000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Đất nền dự án,176,22000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/19/2025,2,Dự án Đông Thủ Thiêm
Căn hộ chung cư,76,,2,3,Không có thông tin,Hợp đồng mua bán,4/26/2025,2,Không
Căn hộ chung cư,118,7200000000,3,3,Nội thất đầy đủ,Sổ hồng,5/27/2025,7,Dự án Mỹ Khánh 1
Nhà riêng,55,15560000000,6,2,Không có thông tin,Sổ đỏ và sổ hồng,5/9/2025,3,Không
Căn hộ chung cư,55,7900000000,1,3,Không có thông tin,Đang chờ sổ,4/26/2025,2,Dự án Thảo Điền Green
Căn hộ chung cư,117,6500000000,3,3,Nội thất cơ bản,Hợp đồng mua bán,5/16/2025,4,Không
Căn hộ chung cư,97,10000000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,1,Dự án Zenity
Nhà riêng,51,4680000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/12/2025,12,Không
Đất bán,50,2700000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/29/2025,12,Không
Căn hộ chung cư,49,3400000000,1,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,2,Dự án D Lusso
Nhà riêng,80,17500000000,6,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/6/2025,7,Không
Nhà mặt phố,84,6290000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Căn hộ chung cư,64,10500000000,1,3,Nội thất đầy đủ,Hợp đồng mua bán,5/23/2025,2,Dự án Empire City Thủ Thiêm
Căn hộ chung cư,81,7300000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/27/2025,2,Dự án One Verandah Mapletree
Căn hộ chung cư,92,,3,3,Không có thông tin,Không có thông tin,5/19/2025,1,Không
Nhà mặt phố,115,7400000000,5,2,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,12,Không
Căn hộ chung cư,103,10900000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/31/2025,2,Dự án Estella Heights
Đất bán,50,499000000,-1,-1,Không có thông tin,Đang chờ sổ,4/26/2025,9,Không
Đất bán,50.5,3600000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Căn hộ chung cư,55,3300000000,1,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Nhà mặt phố,217,18000000000,3,3,Không có thông tin,Không có thông tin,4/26/2025,9,Không
Căn hộ chung cư,52,,1,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,8,Dự án Heaven Riverview
Căn hộ chung cư,73,4500000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,4/26/2025,7,Không
"Nhà biệt thự, liền kề",84,13800000000,3,6,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Đất nền dự án,90,6300000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/9/2025,9,Dự án Khu dân cư Sở Văn Hóa Thông Tin
Căn hộ chung cư,214,18000000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,6/6/2025,7,Dự án Star Hill
Đất nền dự án,128,5200000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Đất nền dự án,250,21200000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,6/9/2025,9,Dự án Hoàng Anh Minh Tuấn
Căn hộ chung cư,75,15000000000,2,3,Không có thông tin,Không có thông tin,4/26/2025,1,Không
Nhà riêng,217,18000000000,3,3,Không có thông tin,Không có thông tin,4/26/2025,9,Không
Nhà riêng,100,6000000000,3,3,Không có thông tin,Không có thông tin,4/26/2025,12,Không
Căn hộ chung cư,63,2440000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,6/9/2025,9,Không
Nhà riêng,50,3500000000,2,3,Không có thông tin,Không có thông tin,4/26/2025,12,Không
Căn hộ chung cư,61,2500000000,2,3,Không có thông tin,Không có thông tin,5/31/2025,12,Dự án 8X Plus Trường Chinh
Nhà riêng,55,8200000000,3,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/26/2025,9,Không
Nhà mặt phố,70,10150000000,7,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,4/26/2025,7,Không
